[6PGA] (uM),[NADP] (uM),[CO2] (uM),[Ru5P] (uM),[NADPH] (uM),Rate_V,V_fig_i,Specific_Activity,Article,Fig,X_axis_label,pH,Temperature (C),Apparent Keq (M),[6PGA] raw,[NADP] raw,[CO2] raw,[Ru5P] raw,[NADPH] raw,Rate V raw,Notes,Column22,[ATP] (uM)
0.0,0.0,17300,21,0.28,-0.067107158,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,17300.0,21,3.55289,14.90154,,,0.0
0.0,0.0,17300,21,0.14,-0.046600993,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,17300.0,21,7.14205,21.45877,,,0.0
0.0,0.0,8600,21,9.1,-0.094577047,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,8600.0,21,0.07112,10.57339,,,0.0
0.0,0.0,8600,21,3.8,-0.104066936,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,8600.0,21,0.26595,9.6092,,,0.0
0.0,0.0,8600,21,0.28,-0.037644763,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,8600.0,21,3.57283,26.56412,,,0.0
0.0,0.0,8600,21,0.14,-0.028450894,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,8600.0,21,7.14131,35.14828,,,0.0
0.0,0.0,5200,21,9.1,-0.060739614,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,5200.0,21,0.09077,16.46372,,,0.0
0.0,0.0,5200,21,3.8,-0.075999392,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,5200.0,21,0.25986,13.158,,,0.0
0.0,0.0,5200,21,0.28,-0.027927368,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,5200.0,21,3.56709,35.80717,,,0.0
0.0,0.0,5200,21,0.14,-0.018338065,22,7.6,Villet1972,1C,NADPH,7.0,25,0.079,0.0,0.0,5200.0,21,7.12926,54.53138,,,0.0
0.0,0.0,25800,14,9.1,-0.182165621,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,25800.0,14,0.09202,5.48951,,,0.0
0.0,0.0,25800,14,3.8,-0.189348395,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,25800.0,14,0.28044,5.28127,,,0.0
0.0,0.0,25800,14,0.28,-0.067917526,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,25800.0,14,3.55177,14.72374,,,0.0
0.0,0.0,25800,14,0.14,-0.041921427,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,25800.0,14,7.12666,23.85415,,,0.0
0.0,0.0,17300,14,9.1,-0.135337776,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,17300.0,14,0.07034,7.38892,,,0.0
0.0,0.0,17300,14,3.8,-0.144571555,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,17300.0,14,0.26933,6.91699,,,0.0
0.0,0.0,17300,14,0.28,-0.056734337,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,17300.0,14,3.5454,17.62601,,,0.0
0.0,0.0,17300,14,0.14,-0.033012071,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,17300.0,14,7.11367,30.29195,,,0.0
0.0,0.0,8600,14,9.1,-0.074599698,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,8600.0,14,0.07845,13.40488,,,0.0
0.0,0.0,8600,14,3.8,-0.089353926,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,8600.0,14,0.27289,11.19145,,,0.0
0.0,0.0,8600,14,0.28,-0.039726081,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,8600.0,14,3.55813,25.17238,,,0.0
0.0,0.0,8600,14,0.14,-0.018949375,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,8600.0,14,7.11532,52.77219,,,0.0
0.0,0.0,5200,14,9.1,-0.050395834,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,5200.0,14,0.08115,19.84291,,,0.0
0.0,0.0,5200,14,3.8,-0.064220755,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,5200.0,14,0.26594,15.57129,,,0.0
0.0,0.0,5200,14,0.28,-0.021558424,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,5200.0,14,3.52365,46.38558,,,0.0
0.0,0.0,5200,14,0.14,-0.012225596,23,7.6,Villet1972,1D,NADPH,7.0,25,0.079,0.0,0.0,5200.0,14,7.09347,81.7956,,,0.0
