Article,Fig,Rate,Glucose,ATP,G6P,ADP,Phosphate,pH,Temperature,Apparent_Keq
Solheim_ArchBiochBioph_1981,Fig2,-0.078885058,0,0,1.25E-05,0.0002,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.313013007,0,0,1.67E-05,0.00102,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.20173023,0,0,1.67E-05,0.000501,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.152503587,0,0,1.67E-05,0.000334,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.117154464,0,0,1.67E-05,0.00025,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.096346302,0,0,1.67E-05,0.0002,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.396972997,0,0,2.50E-05,0.00101,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.252717013,0,0,2.50E-05,0.000503,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.190119199,0,0,2.50E-05,0.000333,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.138671114,0,0,2.50E-05,0.000251,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.122913554,0,0,2.50E-05,0.0002,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.461313884,0,0,4.00E-05,0.001,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.309865574,0,0,4.00E-05,0.000503,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.223417087,0,0,4.00E-05,0.000335,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.180652327,0,0,4.00E-05,0.000251,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig2,-0.154156824,0,0,4.00E-05,0.000201,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.088267231,0,0,3.40E-06,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.140858853,0,0,6.25E-06,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.187818247,0,0,9.10E-06,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.268585506,0,0,1.37E-05,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.370013932,0,0,1.94E-05,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.477108413,0,0,2.91E-05,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.616210668,0,0,4.98E-05,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.648286097,0,0,6.89E-05,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.650337475,0,0,8.98E-05,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.656225823,0,0,0.000120467,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.658344855,0,0,0.000149423,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.581791498,0,0,0.000199876,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.540899252,0,0,0.00024914,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.516918188,0,0,0.000300126,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.506064491,0,0,0.000349364,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.48582858,0,0,0.000399189,0.004,0,6,23,373.885
Solheim_ArchBiochBioph_1981,Fig3,-0.448710483,0,0,0.000450766,0.004,0,6,23,373.885
